time,x-axis,y-axis,z-axis
25.62 , 0.92 , 10.57 , 0.61
25.691 , -1.69 , 10.42 , -0.15
25.740000000000002 , -1.69 , 9.81 , 0.92
25.802 , -0.31 , 8.89 , 0.77
25.86 , -0.31 , 9.040000000000001 , 1.23
25.92 , -0.92 , 11.19 , 0.77
25.98 , -0.92 , 9.5 , 1.99
26.04 , -1.84 , 10.88 , 0.31
26.1 , -1.84 , 9.96 , 0.92
26.16 , -0.46 , 10.11 , 1.07
26.22 , -0.61 , 9.96 , 0.92
26.28 , -0.61 , 10.11 , 0.31
26.34 , 1.69 , 9.19 , 1.23
26.400000000000002 , -1.99 , 9.96 , 1.69
26.46 , -2.15 , 9.5 , 1.53
26.52 , -1.53 , 9.96 , 1.3800000000000001
26.580000000000002 , -0.77 , 9.81 , 1.53
26.64 , -1.84 , 9.65 , 2.15
26.7 , -0.15 , 10.57 , 0.61
26.76 , 0.61 , 7.8100000000000005 , 2.3000000000000003
26.82 , -0.77 , 9.5 , 1.99
26.88 , -0.77 , 10.27 , 2.45
26.94 , 0.46 , 9.81 , 0.46
27.0 , -0.15 , 8.27 , 0.77
27.060000000000002 , -0.46 , 11.8 , 0.77
27.12 , -1.53 , 11.34 , 0.15
27.18 , -1.07 , 11.49 , 2.45
27.251 , 1.53 , 9.81 , -1.3800000000000001
27.3 , -1.53 , 7.97 , 0.15
27.36 , -0.61 , 12.41 , 0.15
27.42 , -0.61 , 12.26 , -1.69
27.48 , 1.07 , 10.73 , -0.77
27.54 , 1.99 , 12.41 , 2.6
27.6 , -0.31 , 11.03 , 0.61
27.66 , 2.15 , 8.120000000000001 , 1.07
27.72 , 1.23 , 8.43 , 1.07
27.78 , 7.2 , 7.05 , 0.15
27.84 , 4.9 , 14.56 , 3.37
27.900000000000002 , 6.74 , 8.27 , 1.23
27.96 , 4.14 , 5.67 , 8.120000000000001
28.02 , 5.67 , 7.2 , 5.36
28.080000000000002 , 5.82 , 3.22 , 6.13
28.14 , 10.11 , 5.67 , 10.57
28.2 , 7.66 , 1.99 , 10.57
28.26 , 1.07 , 1.53 , 12.26
28.32 , 0.46 , 0.61 , 7.51
28.38 , 0.31 , 4.75 , 8.27
28.44 , -1.07 , 2.3000000000000003 , 7.97
28.5 , 2.6 , -4.14 , 5.21
28.560000000000002 , -2.15 , 4.9 , 8.27
28.62 , -1.23 , 0.31 , 8.43
28.68 , -2.45 , 5.5200000000000005 , 3.22
28.740000000000002 , 0.92 , 1.99 , 12.870000000000001
28.8 , 1.53 , 4.6000000000000005 , 11.49
28.86 , 0.15 , 5.21 , 9.040000000000001
28.92 , 0.92 , 4.9 , 8.43
28.98 , 0.92 , 6.28 , 6.9
29.04 , 1.07 , 3.98 , 8.120000000000001
29.1 , 0.31 , 7.05 , 5.82
29.16 , 0.31 , 4.6000000000000005 , 8.89
29.22 , -0.61 , 7.2 , 6.44
29.28 , 0.46 , 5.67 , 7.66
29.34 , -0.15 , 6.74 , 7.66
29.400000000000002 , -0.15 , 5.5200000000000005 , 6.74
29.46 , 0.31 , 6.74 , 8.120000000000001
29.522000000000002 , -0.77 , 6.44 , 6.59
29.580000000000002 , -0.31 , 5.67 , 7.51
29.64 , -0.46 , 5.98 , 7.05
29.7 , -0.31 , 5.5200000000000005 , 10.57
29.76 , 0.15 , 6.74 , 6.9
29.82 , -0.31 , 6.28 , 6.9
29.88 , -0.15 , 6.13 , 7.3500000000000005
29.94 , -0.77 , 7.05 , 5.82
30.0 , -0.77 , 6.9 , 7.97
30.060000000000002 , -1.07 , 7.3500000000000005 , 6.74
30.142 , -0.46 , 5.82 , 7.51
30.240000000000002 , -0.77 , 5.82 , 8.43
30.3 , -0.77 , 6.28 , 6.9
30.36 , -0.31 , 6.13 , 7.97
30.42 , -0.31 , 5.98 , 7.8100000000000005
30.481 , -0.92 , 6.13 , 7.2
30.54 , 0.31 , 6.13 , 7.97
30.6 , -0.46 , 6.44 , 7.05
30.66 , -0.46 , 6.28 , 7.8100000000000005
30.72 , -0.46 , 6.28 , 7.51
30.78 , 0.46 , 6.44 , 7.8100000000000005
30.84 , -0.15 , 6.44 , 7.51
30.900000000000002 , -0.15 , 6.44 , 6.74
30.96 , -0.15 , 5.98 , 7.97
31.02 , -0.15 , 6.28 , 7.51
31.080000000000002 , -0.31 , 5.98 , 7.51
31.14 , -0.77 , 5.98 , 7.05
31.212 , -0.77 , 5.98 , 7.8100000000000005
31.26 , -0.46 , 5.36 , 8.73
31.32 , -0.46 , 5.98 , 7.97
31.38 , -0.15 , 5.5200000000000005 , 8.58
31.44 , -0.46 , 5.67 , 7.97
31.5 , -0.77 , 5.67 , 7.97
31.560000000000002 , -0.77 , 6.13 , 7.51
31.62 , -0.92 , 5.5200000000000005 , 7.8100000000000005
31.68 , -0.46 , 5.82 , 8.120000000000001
31.740000000000002 , -0.77 , 5.36 , 8.120000000000001
31.8 , -0.15 , 6.13 , 7.51
31.86 , -0.61 , 5.36 , 8.120000000000001
31.92 , -0.61 , 5.98 , 7.51
31.98 , -0.92 , 5.98 , 7.3500000000000005
32.04 , -0.31 , 6.13 , 7.66
32.1 , -0.31 , 6.44 , 7.66
32.160000000000004 , -0.46 , 5.67 , 8.27
32.222 , -0.61 , 5.82 , 7.51
32.28 , -0.31 , 5.67 , 7.66
32.34 , -0.61 , 5.5200000000000005 , 7.66
32.4 , -0.77 , 5.5200000000000005 , 7.8100000000000005
32.46 , 0.15 , 6.44 , 7.97
32.52 , -1.23 , 5.98 , 5.82
32.58 , 0.15 , 6.28 , 8.73
32.64 , 0.15 , 5.98 , 7.3500000000000005
32.7 , 0.15 , 5.82 , 8.43
32.76 , -0.31 , 5.67 , 7.8100000000000005
32.82 , -0.15 , 5.67 , 8.120000000000001
32.88 , -0.15 , 5.82 , 7.8100000000000005
32.94 , -0.15 , 6.13 , 7.51
33.0 , -0.46 , 5.67 , 7.97
33.06 , -0.46 , 5.36 , 8.120000000000001
33.12 , 0.15 , 5.98 , 8.120000000000001
33.18 , -0.92 , 5.98 , 7.51
33.24 , -0.92 , 6.44 , 6.59
33.3 , -0.31 , 6.28 , 7.51
33.36 , 0.31 , 6.59 , 7.2
33.42 , -0.15 , 6.28 , 7.3500000000000005
33.480000000000004 , -0.31 , 6.44 , 7.3500000000000005
33.54 , -0.77 , 7.66 , 4.9
33.6 , 0.15 , 7.05 , 9.35
33.660000000000004 , -0.15 , 6.44 , 9.040000000000001
33.72 , 0.31 , 6.59 , 7.3500000000000005
33.78 , -0.31 , 6.44 , 7.66
33.841 , -0.77 , 6.13 , 6.9
33.9 , -0.15 , 6.13 , 7.2
33.96 , -0.61 , 5.98 , 7.51
34.02 , -0.61 , 7.05 , 7.3500000000000005
34.08 , -0.46 , 6.13 , 7.66
34.141 , -0.15 , 6.74 , 7.2
34.201 , -0.31 , 6.28 , 7.3500000000000005
34.26 , -0.61 , 6.28 , 6.9
34.322 , 0.46 , 6.74 , 7.51
34.38 , -0.61 , 5.67 , 7.2
34.44 , -0.31 , 6.28 , 6.13
34.501 , -0.46 , 5.0600000000000005 , 8.73
34.56 , -1.23 , 8.73 , 5.67
